validity,uniqueness,novelty,kl divergence,frechet chemnet distance,pct_connected,sa_scores,pct_easily_synthesized,qed_scores
1.0,0.1927,0.3472,0.35273178273407463,0.0036275341280811247,1.0,"[1.2006534495197254, 2.3479034547150075, 2.3479034547150075, 1.776850104627563, 1.7703636972251715, 2.180388475348332, 1.9051617741482474, 3.005568958449736, 1.7241665818405565, 2.218518709462044, 1.954498683910467, 2.622345163296064, 2.622345163296064, 2.6151950094499092, 2.622345163296064, 2.622345163296064, 2.4477945150108216, 2.622345163296064, 2.622345163296064, 2.6151950094499092, 2.6151950094499092, 1.9943837517837704, 2.622345163296064, 2.7438128760638953, 1.9350651997475712, 1.9092969644534534, 1.9350651997475712, 2.1053403128697425, 1.9684796331136933, 2.58189013434429, 2.8526107388838184, 2.8526107388838184, 2.8526107388838184, 2.8526107388838184, 2.006129793956573, 1.8001049762147971, 1.8001049762147971, 1.8001049762147971, 1.8001049762147971, 1.8001049762147971, 1.8001049762147971, 1.8001049762147971, 1.722266892242466, 2.3254095882257335, 1.8001049762147971, 2.4541162332504456, 2.4297912632709515, 2.983477532695586, 2.3336291557153235, 2.2459264247620663, 2.6530501849921144, 2.1371692366869848, 2.983477532695586, 2.3336291557153235, 2.638141143248337, 2.933611917356105, 2.441818339925401, 1.8985187226952114, 3.0422281532124194, 2.6373496355415647, 3.4171924777505316, 2.806234043032756, 2.0499048259744512, 2.8999766648263297, 2.8955196356486113, 2.3385103740175666, 2.3385103740175666, 2.8796944367096167, 2.8796944367096167, 2.8796944367096167, 2.9580124019121534, 2.8159271748088273, 1.9928071145651565, 3.3504753199052955, 2.971381896100681, 2.87343046143922, 2.254025779164971, 1.8040287891984157, 2.4376137390311925, 2.705908562101154, 2.3816136472245883, 2.1729112512598974, 1.936681389797032, 3.3489417977876084, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.4646644644534526, 2.033417349068838, 2.4646644644534526, 2.4863436191276804, 2.299054058688119, 3.0734986497700563]",1.0,"[0.6240969235528274, 0.7480847519703256, 0.7480847519703256, 0.8450121512877073, 0.8938869086180566, 0.8043125340821351, 0.8073727562066731, 0.871181767354182, 0.8584897760492824, 0.7518744649305529, 0.8228196543448244, 0.804326991321879, 0.804326991321879, 0.8240945587261594, 0.804326991321879, 0.804326991321879, 0.8573332692638905, 0.804326991321879, 0.804326991321879, 0.8240945587261594, 0.8240945587261594, 0.8391947985104075, 0.804326991321879, 0.7315096839280805, 0.9020782049938725, 0.9117275181742563, 0.9020782049938725, 0.8512911292443041, 0.9275489994198589, 0.5892030680097069, 0.8877496160133933, 0.8877496160133933, 0.8877496160133933, 0.8877496160133933, 0.8864760819477213, 0.8005841011021471, 0.8005841011021471, 0.8005841011021471, 0.8005841011021471, 0.8005841011021471, 0.8005841011021471, 0.8005841011021471, 0.8340640678141403, 0.8167082512616379, 0.8005841011021471, 0.8049078975186368, 0.8546927401421949, 0.9131044485027748, 0.9205015398812768, 0.9278311361426165, 0.8485775710971439, 0.8848026862382092, 0.9131044485027748, 0.9205015398812768, 0.6753832929507306, 0.4830372296121879, 0.7428643611820053, 0.6088271270351732, 0.5400361438938163, 0.618332490346781, 0.6191826003203654, 0.6065356729337015, 0.8728860210170307, 0.8678122796097425, 0.8452442538483651, 0.8618716122238429, 0.8618716122238429, 0.8678122796097425, 0.8678122796097425, 0.8678122796097425, 0.9267891581232057, 0.9043737271837906, 0.8394407792871229, 0.7932317067138985, 0.8392745883253587, 0.8090603103099229, 0.8425303714545066, 0.8421876712403134, 0.8295150442851801, 0.6047199302294942, 0.8200452920615543, 0.8689343748478647, 0.7102984057546647, 0.8598567237786886, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.9018551104748647, 0.8920810333518363, 0.9018551104748647, 0.3935965565273125, 0.810615218626428, 0.6011936091476096]"
1.0,0.6851,0.9069,0.20212966188052964,0.008619423701964469,0.96,"[1.3717690098246216, 1.0, 1.6366758942163866, 2.210446538783403, 1.79288358115104, 2.3136615075724443, 3.6928647309426754, 1.955575888843347, 1.3098936145958557, 6.687303192481138, 1.6967370928567256, 1.389495043601631, 1.7585117421327752, 2.6569748851439616, 1.5261904687640193, 2.002140509601002, 3.40895381569875, 1.4549436995332492, 2.4071076618525957, 1.4406433918409434, 1.3370243149178638, 1.7233887498953386, 1.9450975456870943, 1.993941237994786, 1.398833545687097, 2.274126509532657, 3.221252756389436, 3.1206587259349945, 2.44875145921144, 2.3944072977099964, 1.8166796230857702, 1.6429594765656237, 2.0109314119538464, 2.6361086239699425, 1.8971353007414464, 2.48148646876402, 2.509720632003509, 1.2547141824510746, 2.6238459938654675, 2.070772544733954, 2.4172597790553922, 1.391801825130976, 2.076455720912614, 2.0848911551557894, 2.0519060434932594, 2.088363413220307, 1.5835844554039298, 2.0480941824510754, 1.3279649516818441, 1.2427972593741536, 2.040970299459376, 2.038501288470364, 2.1975417863851217, 2.0274984495109045, 1.7567905124567886, 2.0722049098241264, 1.2476128900791679, 1.9480017012679767, 1.5966983994573205, 1.823989181648022, 1.6944303832629881, 1.675708077244943, 1.5851632779998326, 2.391546133438096, 2.5452051141013747, 3.8557020736013783, 2.2397191837854606, 1.550458104603507, 2.027734568400845, 1.8304802479235818, 1.8943592084666623, 4.123641146490039, 2.7598456338060284, 1.646890111252322, 2.8692908066060685, 2.465635903854979, 2.3402692666463523, 2.3410743653934407, 4.626178591441027, 1.9748917244324673, 1.5682705192395971, 1.7907070027560792, 2.35909902479888, 2.156411396319557, 2.6772381305756277, 2.3543613894050193, 3.4828229509860016, 1.9489421241536764, 2.6453750913669527, 2.8817954909310224, 2.3756270707432154, 2.8627350627512076, 2.6199130670470208, 2.6501128269319025, 2.878836189723277, 2.5081365743386588, 2.761972664207036, 2.985424845144191, 2.896478469344613, 3.4311375348058686]",0.98,"[0.4531479654842905, 0.45880627965754545, 0.4719983679006756, 0.6384703314671225, 0.5698981587218371, 0.5273420130058467, 0.40697086243931657, 0.5828045556161388, 0.5759031939735615, 0.3421484095012096, 0.535273155757631, 0.5030676848790228, 0.5998502704501223, 0.6667906237085676, 0.6008283997611804, 0.4714591569144794, 0.23484295523456822, 0.6037316458516871, 0.32944865018132474, 0.6334389825044998, 0.6012315999549896, 0.5330385015550559, 0.6620402339328489, 0.39008312174053233, 0.6343479541352415, 0.6689742220911157, 0.4112544315601938, 0.4716192034852801, 0.422298955221396, 0.621502404697523, 0.6641834234158399, 0.6263238604714195, 0.6308651364660499, 0.4398092993708696, 0.5584406083183904, 0.6395926700744049, 0.5121183236869518, 0.6542396201198042, 0.5322719552271225, 0.7012576216335125, 0.4401177269122593, 0.7141077767909645, 0.6987734534571108, 0.5012850320108133, 0.665453497718657, 0.6852477430472447, 0.6876671339388822, 0.6409363719770066, 0.6445959937960092, 0.6869443648513706, 0.38971111557691057, 0.6609304231499141, 0.8259047419708976, 0.7401324584250797, 0.6957175101402124, 0.6633545530228443, 0.7075989414796954, 0.5879948126305696, 0.6858185207905159, 0.8329247261811027, 0.7813372609487095, 0.6617582522855718, 0.7058266356060686, 0.8019119278568325, 0.6809469259489583, 0.6125811631995283, 0.49556311831523603, 0.8773873256559035, 0.7013558552316164, 0.7584033282309051, 0.6471015273750014, 0.6209004724737165, 0.6235112833794539, 0.7653088970446494, 0.787879258793536, 0.702495406815285, 0.8138199470738124, 0.42761382514079166, 0.5013906435783035, 0.6997140687565943, 0.7895042941912994, 0.9092948408787999, 0.761422430307759, 0.8545896780024015, 0.7221632033394386, 0.775569495681687, 0.4176173676247794, 0.771087602012058, 0.6595724722223831, 0.48702758563598714, 0.6227348381432845, 0.6891403741996364, 0.9221815512935959, 0.6837826230236395, 0.6938271473061035, 0.8814664288252126, 0.877728248826069, 0.5156769274418209, 0.7673011998554866, 0.7943034509954003]"
1.0,0.9979,0.9934,0.8684926380103895,0.2664833201739792,0.82,"[1.7640408111116113, 1.223558174344987, 2.6734571241536766, 1.9644004930677283, 2.3010449417958156, 1.9943922340273694, 2.2352139750577553, 2.3228246942588644, 2.3169625806649563, 3.125612675124736, 3.4535959372827207, 2.6799125753730557, 2.1318316840926474, 3.191628249675338, 2.497125709513721, 3.1555299151340463, 2.7267445243277884, 2.9121878739162224, 2.429932097203457, 2.0304098743547225, 3.072294787512698, 3.096293926306128, 3.463754809486459, 3.2645319049390498, 3.677125154055366, 2.6114092641867934, 2.3912786379253017, 3.1533260209379623, 3.0437751866035345, 3.3188213813310963, 3.562777808928157, 3.0725361382335734, 3.651459645605568, 2.7593544631201414, 2.1578360832955124, 2.752097374913257, 2.8595712955970587, 2.1722019219952635, 2.348849675814355, 4.172770976847291, 3.826628469344614, 2.7068846809926956, 2.3749382943022894, 2.6270229292780467, 3.5095483230161975, 3.116292399522191, 3.3438470875627875, 3.8472497226489004, 2.8348554778433463, 2.5846512810202604, 3.0584161917934587, 4.244314430124195, 4.7004938737003386, 2.8958972622105144, 2.9573752070989023, 3.3958000265365076, 2.6463107341560956, 2.460758833859659, 3.4611783225367905, 4.1103962209845815, 3.9564015094927187, 3.512687488240182, 3.1580514857691053, 3.646293396503494, 5.104053118483543, 3.879741780490477, 4.82620858363876, 4.134800973858814, 3.5109351103001707, 4.2035812424073935, 2.662135749790867, 2.77610260178038, 4.005796336834582, 3.837818174939528, 2.4734326500202037, 3.430166736016263, 3.589200255441323, 3.380650754027341, 3.3705001549828317, 2.507288493853368, 4.505481069759733, 4.099146034946995, 3.2803893614315633, 3.7366548887394506, 3.624865500770877, 5.086918206432493, 3.3043419699094185, 5.143942492767062, 2.581438467047537, 3.2416130926085875, 3.470160692311537, 2.841764768386982, 3.253920809436643, 5.4543057123230785, 4.096778572626881, 3.265050394950012, 4.062861676396727, 3.518717794419244, 2.573120222003915, 4.232061263631715]",0.93,"[0.7462618266508545, 0.819024741146282, 0.8359458308773601, 0.7131848235836117, 0.8991199845058521, 0.8216201716407486, 0.7128695854745862, 0.677053811668426, 0.7543737201666239, 0.5814038563492198, 0.5852935763497954, 0.3396966344517411, 0.8229635934855826, 0.734862246001573, 0.6605160621273178, 0.4858740655022128, 0.2594919165065328, 0.8525031030666473, 0.36966293070454886, 0.5066621050357968, 0.1775575799567902, 0.2512965967431417, 0.5918898743451361, 0.23557613890283763, 0.6263653741321535, 0.44551348353872383, 0.47030425477891796, 0.3211416547869508, 0.5244849814412583, 0.40452371153491884, 0.6425736753474013, 0.19228494026922316, 0.6603204534198468, 0.7855852931452355, 0.6029799405622159, 0.2651645477993877, 0.544499725650528, 0.3838372377589556, 0.7813108869195199, 0.8747828486713509, 0.774325848507902, 0.6674591605993841, 0.5723935701751806, 0.674433384199747, 0.2096982219447042, 0.37624025114449827, 0.5599986263318788, 0.39315847493502065, 0.12566235214914104, 0.13668116050494683, 0.5394442432498899, 0.23122535403393535, 0.21683301913076966, 0.171800518135875, 0.34006532917118854, 0.3451621096502458, 0.11815219505041888, 0.2113272703523176, 0.2822431369589751, 0.559104781204711, 0.5111144280895513, 0.2914881480535132, 0.23621896519654542, 0.23607108452833123, 0.26537493480400687, 0.13734917191570994, 0.14434966773477484, 0.1424830274735523, 0.09442725645440238, 0.33603950064207866, 0.07304428652343316, 0.07976935361383251, 0.08364925875118946, 0.09053240389825583, 0.08204788275576406, 0.08134595934197203, 0.04481581684979147, 0.42495258586145823, 0.08072026671358715, 0.09476304478535447, 0.15688937986232773, 0.08600144357405543, 0.07080962313780921, 0.09649425439708867, 0.04070440323554207, 0.06972084122958767, 0.07246505638969648, 0.31935366775553503, 0.02871122632487087, 0.06508119937919428, 0.047703849268066846, 0.07197950069018573, 0.0424119077625956, 0.18489438175133568, 0.03216332911154349, 0.05212341106948244, 0.05651839895949442, 0.04117354444821698, 0.05387658087932617, 0.0422431100350477]"
1.0,1.0,0.9979,0.7968688867233056,0.34922701518155,0.97,"[1.610128343263323, 2.136933090732949, 1.435339244579101, 2.386688892878052, 2.9924870447497884, 2.113313411230733, 4.185101459025395, 2.6004769117310342, 4.070395788634668, 2.0688222883016447, 4.076718232674697, 2.478303184615246, 2.2254998664144576, 3.1663761743526937, 2.6330729801226553, 2.3806418445981485, 3.2351519886251268, 3.0485316727682985, 3.2144163804635255, 3.2601946602186356, 2.927446780525475, 3.0923023315583524, 2.794183353440568, 2.5265258457389628, 2.4285366117759306, 2.7837217672007206, 2.8531134652321626, 3.2506119335506476, 2.6697830357428547, 2.550213611286363, 2.3510667929191875, 2.9407328378042443, 3.908683224870675, 2.327945630776677, 4.296957756285758, 2.331050576142834, 3.3254934015922544, 3.3969391096969073, 4.439989670940401, 3.426463309829141, 2.031658928484335, 4.014293079751184, 3.405913723120867, 2.357372437933668, 1.9670027688158864, 3.7229988558955895, 2.211815902666423, 3.4952665453871488, 3.8670871096804564, 2.9288063845100574, 3.073418405684121, 4.779652608301322, 2.75881986657617, 2.9695121175201926, 4.212373689796477, 3.396516190931383, 4.251424700429328, 4.025880345720932, 2.6123353437945376, 4.413320128261878, 4.0369290880854045, 4.21576021744108, 2.6054324553445163, 4.069063060622071, 4.546967991469666, 4.501421494644335, 5.950338080883516, 3.7389745060996686, 3.087318739491492, 3.2663134350509004, 6.799188981228598, 2.488544398429166, 3.2313402205420942, 7.963580736278981, 4.030012052853368, 3.395166569324246, 3.7982568467674502, 3.844415076202319, 3.470464197366951, 5.2974878436915045, 3.497931170482114, 3.94662777741158, 3.499780093680494, 4.25093267630024, 6.337420838896391, 7.204319961016836, 3.2905396130745963, 4.23711506266106, 4.140585400390731, 3.62581043155315, 6.290000167154223, 5.517483701530495, 6.298292092482396, 4.380037884573569, 5.4450087749428056, 4.567804322909105, 5.194033513261198, 4.570614652484266, 5.912524502250663, 4.4180059969906615]",0.83,"[0.7059717831375069, 0.7951448561418578, 0.6928341090210298, 0.36239420397512406, 0.7523056070827101, 0.5292334567679221, 0.8452806778984613, 0.7595411277612263, 0.6273262604899925, 0.2844804309033371, 0.40695029110715475, 0.7235267338222904, 0.4977010727281949, 0.4226990823148306, 0.1571153420264855, 0.4659145903063291, 0.27880323743926727, 0.4760674879720715, 0.30713451283869836, 0.6343939627935031, 0.35698587494903944, 0.28786239259201674, 0.7851390268627703, 0.42378872087683683, 0.9021740164385762, 0.5201400115689717, 0.26494980553158604, 0.4582505203413529, 0.2437192923970621, 0.39854051266730767, 0.7184069453115397, 0.35334248978680133, 0.6686777374140297, 0.319345316163475, 0.4891464936008791, 0.3300384495886089, 0.4764813344208537, 0.30015938166512207, 0.5487101413457145, 0.44219428770415675, 0.28638452586789087, 0.2267157825122142, 0.3434639892748644, 0.14706942991714306, 0.6731551969675745, 0.561497245140849, 0.2919671249971364, 0.2355513749220764, 0.4790923479343113, 0.3872127570919327, 0.5190648608172236, 0.193648078449765, 0.27590215029985915, 0.29442383519155635, 0.39126244609756966, 0.17612272425685424, 0.1330076410715994, 0.27804128093204855, 0.26084002997730843, 0.6188376172181886, 0.21266808661045603, 0.10485563800309255, 0.6505325088244936, 0.11381633492061038, 0.1895109591725399, 0.1762351408534466, 0.4523021694172249, 0.09568937917716275, 0.14637838209417958, 0.21360455153437619, 0.31055215661204666, 0.25765590563071417, 0.04660511637907997, 0.22477139032229354, 0.19447112364032929, 0.2868745378393802, 0.2545170760517575, 0.10409501300800963, 0.3366848493504769, 0.1338378428670947, 0.03483638555925779, 0.04597692293816526, 0.0533684711926426, 0.0333832970136961, 0.1548103029427554, 0.2836443099804549, 0.1967224213562533, 0.10021257120531932, 0.07159034073623917, 0.05704527437750112, 0.13379663094659994, 0.09567100296775832, 0.14777833926694844, 0.029707652977090104, 0.10622267875916053, 0.04664647090637192, 0.028909730466895787, 0.02954262700604424, 0.22041259107969036, 0.019006277109764748]"
1.0,0.9999,0.997,0.824105234530575,0.3313890927967353,0.94,"[2.7723123555279976, 3.0891091423671266, 2.54623176671212, 2.59765874429136, 2.3875798979555416, 3.1225176929079295, 2.400338714874458, 3.460906160293977, 3.2266612373052173, 2.311952843807962, 2.61041665717258, 2.041318174293748, 2.8675697669701155, 2.776788899649132, 2.652632645405971, 2.097235800642105, 2.2553605435090933, 2.7525954613096193, 2.5491966065047222, 2.9891045670674075, 2.8797855637358865, 3.997027766487941, 3.6951487202328908, 3.672998695820012, 2.7730344728331673, 3.171792774638181, 3.418071204683975, 2.305936021009618, 3.8687976453058663, 3.098714930638261, 3.2850375696726335, 3.569115606753135, 3.211457127011321, 3.4759229588201954, 3.130897746010028, 3.8051893960377585, 3.810593936236735, 2.3675559089431744, 3.8037911833507163, 3.3812466204138083, 2.328235800642105, 3.5441863481676172, 2.3668776301327483, 4.053645286886041, 3.558170466377611, 4.210418842286034, 3.900717411926502, 3.3137344054608233, 2.9083644668967175, 2.805311531068803, 3.614844912809068, 4.411814046686205, 5.7906580672876355, 2.763247669015165, 3.5075869856035666, 2.871399088217782, 4.105484031192529, 2.797413137155022, 3.5495157437871505, 7.088505728575953, 5.611770076647623, 3.1604345598695245, 3.841919562528922, 3.08908438778865, 4.147419121131808, 6.719405260251659, 3.267186056562876, 5.905812208199549, 3.8968033687059034, 2.374496331655372, 4.76898533883073, 5.530111398914034, 4.800032857396783, 7.401666378506673, 3.9888169768845607, 4.342240066825416, 5.177001085035084, 4.939055207996282, 3.993424157497685, 4.393355274203552, 3.1778067869154683, 4.5597681640069, 5.849589490768084, 6.054266051031904, 4.883787228410667, 3.9001242538747363, 4.744555778801986, 3.6507512267678086, 4.361755960226691, 4.440530967161449, 4.471780561915225, 4.840013990108236, 4.642716396503495, 3.6044422745791316, 4.0650758481825555, 7.436017775916001, 6.671364312899065, 7.4118831848605975, 6.7459334820485015, 7.31323623069569]",0.77,"[0.6407329604822894, 0.8333688618995713, 0.6264377763662307, 0.9025052220385694, 0.8362252908728195, 0.9112420509301712, 0.6588974075230931, 0.7210615487802874, 0.8670692185750358, 0.7551194872756463, 0.7244725547867277, 0.5444796595945346, 0.7684054284037155, 0.6035703956452627, 0.5943663078660636, 0.5214015325272551, 0.6915592786544544, 0.36739472244064214, 0.4113618709458241, 0.23316026454726718, 0.3648402929132197, 0.4799301271715838, 0.5329369775632775, 0.1509499013007488, 0.28503404970382185, 0.5222461469672597, 0.7510983532984554, 0.30956280676973313, 0.18750878850595568, 0.1787939428707564, 0.38273636939396255, 0.5984184314611394, 0.4882711100965834, 0.8135304067515258, 0.6224919204487415, 0.5169136023596426, 0.5422061039864526, 0.23543726305212254, 0.14666328857556263, 0.6282637841015376, 0.3621034406702093, 0.15247418905177682, 0.48576992348564213, 0.5344936778009428, 0.15473548432692427, 0.4207483751156236, 0.1453489100664145, 0.12294427918068195, 0.4756985236379946, 0.32422437274510896, 0.9075243199730345, 0.4435974619580186, 0.5054361989162635, 0.7149634516603941, 0.5992883211544755, 0.5121315433129044, 0.135148310470508, 0.39615324534130125, 0.6606393487684988, 0.6720504188235921, 0.24249619068432376, 0.7306921456575894, 0.7234691842817527, 0.20590767585907327, 0.3520643782747057, 0.26606856019361885, 0.6657059568524498, 0.5342457727479789, 0.4863505829772411, 0.5425527266979246, 0.5186833062349795, 0.5716746747958498, 0.36303785306276704, 0.6826427477959048, 0.39553585167598543, 0.3228276706197078, 0.5244195934902907, 0.1470631883503962, 0.20729767953075315, 0.22904840611650235, 0.5976803805852676, 0.6064554757619264, 0.18661818527514842, 0.07082967953516583, 0.21364723766830582, 0.4372458520340974, 0.4087778102150475, 0.5781172244352105, 0.12483256494068593, 0.36270297956336994, 0.14824612205658375, 0.25744625735705245, 0.12483934810211865, 0.04595799012280814, 0.10164421433071764, 0.25381864663375747, 0.5352525812305816, 0.2765450860329122, 0.25369080919465786, 0.17300106972264476]"
1.0,0.9549,0.9677,0.47146320751363147,0.08737978636851716,0.85,"[2.324850509601001, 3.029688207894453, 2.273849361309342, 1.0, 1.8055003362972304, 1.7956213549229076, 1.9329449267924552, 1.920822468764019, 2.428825447021021, 2.581087523288179, 1.5039634132203066, 1.5675752152539921, 3.4767559540783886, 1.60534033629723, 3.169229265964943, 1.6665565461626919, 2.316710392316539, 3.242723078144916, 1.546882004038153, 3.384182694005128, 2.024420427994402, 2.6525069308830744, 2.96814481045765, 3.061930337311664, 2.289386949093096, 2.4700941590235885, 2.240172893384445, 3.1944533866951073, 3.18482334192789, 4.043816660308314, 2.527834523439859, 2.6434502356867107, 2.067434836704283, 1.9373886972251722, 1.9063159690515725, 2.8836408111116096, 3.405934120413807, 3.178954097824896, 2.5974592666463536, 4.324275001697436, 1.638159604644569, 2.495608980778057, 2.7791143836592216, 1.889587319040185, 1.6891564497453082, 1.731097340482611, 4.145705660084715, 2.123649816461368, 2.3529150672387598, 2.1232688341351107, 2.60646707566546, 1.7421261767924534, 1.9413261767924528, 3.2059367072723415, 2.6275391473110083, 2.36761491992962, 2.616754542177068, 3.227326420532176, 2.7963931240671194, 2.283778211547288, 2.9863975080571965, 2.2527641268487404, 2.564697351071324, 3.217826110516887, 2.8460664706566003, 2.881427265677724, 3.399536774148248, 2.3605037074793493, 3.8590941273269443, 3.0401129322631544, 4.527698811221246, 3.045225301645001, 2.2916511809227345, 2.4941326566980546, 3.0291477868521017, 2.2926561367294305, 2.4192423792765503, 2.129259199934774, 3.159157705205761, 3.279445158893708, 1.7499258666014406, 2.4584288516922506, 2.5832052149945, 3.3631016684907316, 3.065270339435278, 2.5654911377381033, 2.6905823617900158, 3.085414119919373, 2.3748849779030614, 3.143648999043835, 2.9807678283406034, 4.810854853289024, 3.6819123246348884, 4.924927487190877, 3.182890531880794, 3.164006406536865, 2.2403213754185884, 3.5050481645822256, 3.5930736328214508, 2.6279669458191126]",0.97,"[0.4745494696119243, 0.5210601106354689, 0.4508580596042506, 0.5316253154127668, 0.5990457349193625, 0.6620623653202937, 0.641573562681697, 0.5982384187369707, 0.86603018073254, 0.7324652844157648, 0.4786228959968398, 0.694247582211256, 0.5492305570056348, 0.6382626042361885, 0.732788694330948, 0.5803173377234585, 0.6276165545785386, 0.6184694487912844, 0.653334045584044, 0.6083830642849535, 0.6288820665791853, 0.8450395960369181, 0.7297645265218383, 0.8963748441766805, 0.46345630225937307, 0.579209069559767, 0.7834727499780122, 0.39594346269938147, 0.8084773629135487, 0.4255305790653378, 0.9085035397464388, 0.7484159859276354, 0.5941880783458681, 0.7874321014087904, 0.720704626269242, 0.7472693858072467, 0.7053434664675198, 0.866696424772971, 0.6936847656111449, 0.448941016318331, 0.8492625615929046, 0.4570253308556228, 0.6909633220623578, 0.7004968939742071, 0.4597918263297931, 0.670115369185876, 0.5395373080098663, 0.547465950224137, 0.41045986031328724, 0.4806260278843743, 0.7966436649597344, 0.6857996804165983, 0.7261487014580341, 0.8497777247822719, 0.6417868303668169, 0.7944492256261021, 0.5939572287197052, 0.40877502774338753, 0.44147151617168484, 0.6928750813694077, 0.6316837472239173, 0.6318011263761427, 0.7978084976916353, 0.7835700519867144, 0.7429854605283734, 0.6217944968955778, 0.646422590605834, 0.8697428080995829, 0.6453709916193452, 0.47428408858740273, 0.3845850791054315, 0.8206974075414595, 0.4084110790943355, 0.5922920977917902, 0.5639739689876979, 0.8690741076968049, 0.398621607482121, 0.7962844333065489, 0.7794179122752961, 0.4461787024853393, 0.8251829436590524, 0.5433038482052641, 0.6634428660306059, 0.9270740533665334, 0.9025369129185339, 0.7788899439380197, 0.771261464983678, 0.7298908759822319, 0.6115283534902777, 0.5390135847597433, 0.5272413653652079, 0.608626515466341, 0.6314259217876012, 0.7047525750155641, 0.79607743609487, 0.5030127483649799, 0.5239041281240494, 0.4496426474054799, 0.2727103147113418, 0.5802719506073788]"
